Rk,G,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYOFF,LEAGUE,SERIES,INDEX,NAME,G#
59,42,2009-02-22,22-058,MIL,HOME,DEN,W (+3),0,15:19,3,8,.375,0,1,.000,2,2,1.000,0,2,2,1,0,1,2,4,8,2.0,+4,N,NBA,,alexajo01,Joe Alexander,
60,43,2009-02-25,22-061,MIL,AWAY,DAL,L (-20),0,5:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,3,0,-2.2,-10,N,NBA,,alexajo01,Joe Alexander,
61,,2009-02-27,22-063,MIL,AWAY,NOH,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
62,,2009-02-28,22-064,MIL,HOME,WAS,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
63,,2009-03-03,22-067,MIL,HOME,NJN,L (-4),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,N,NBA,,alexajo01,Joe Alexander,
64,,2009-03-04,22-068,MIL,AWAY,CLE,L (-18),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexajo01,Joe Alexander,
65,44,2009-03-06,22-070,MIL,AWAY,CHI,L (-15),0,2:43,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,1,1,2,1.0,-1,N,NBA,,alexajo01,Joe Alexander,
66,45,2009-03-07,22-071,MIL,HOME,GSW,W (+7),0,4:59,0,1,.000,0,0,,2,2,1.000,0,0,0,1,0,0,1,1,2,0.6,-4,N,NBA,,alexajo01,Joe Alexander,
67,46,2009-03-10,22-074,MIL,HOME,NYK,L (-8),0,8:20,2,3,.667,0,0,,1,1,1.000,1,1,2,0,0,1,0,3,5,4.2,-1,N,NBA,,alexajo01,Joe Alexander,
68,,2009-03-13,22-077,MIL,HOME,NOH,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexajo01,Joe Alexander,
69,47,2009-03-15,22-079,MIL,HOME,BOS,W (+9),0,6:24,2,3,.667,0,0,,0,0,,0,0,0,2,1,0,1,3,4,2.9,+3,N,NBA,,alexajo01,Joe Alexander,
70,48,2009-03-18,22-082,MIL,HOME,ORL,L (-26),0,21:39,2,6,.333,1,1,1.000,3,6,.500,1,3,4,1,0,1,0,1,8,6.0,-3,N,NBA,,alexajo01,Joe Alexander,
71,,2009-03-21,22-085,MIL,HOME,POR,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexajo01,Joe Alexander,
72,49,2009-03-25,22-089,MIL,AWAY,TOR,L (-9),0,18:27,2,5,.400,2,2,1.000,2,2,1.000,1,2,3,0,0,1,1,6,8,3.9,+2,N,NBA,,alexajo01,Joe Alexander,
73,50,2009-03-27,22-091,MIL,AWAY,ORL,L (-16),0,8:47,2,4,.500,0,0,,4,6,.667,1,3,4,0,0,1,0,3,8,6.3,0,N,NBA,,alexajo01,Joe Alexander,
74,51,2009-03-28,22-092,MIL,AWAY,MIA,L (-17),0,24:45,3,7,.429,0,0,,0,0,,0,4,4,0,1,2,3,2,6,2.1,-5,N,NBA,,alexajo01,Joe Alexander,
75,52,2009-03-30,22-094,MIL,AWAY,NJN,W (+29),0,27:43,6,11,.545,2,3,.667,2,5,.400,1,1,2,4,0,0,2,5,16,9.3,+4,N,NBA,,alexajo01,Joe Alexander,
76,53,2009-04-01,22-096,MIL,HOME,LAL,L (-6),0,22:54,4,10,.400,1,4,.250,0,0,,2,1,3,1,2,1,3,0,9,5.7,+2,N,NBA,,alexajo01,Joe Alexander,
77,54,2009-04-02,22-097,MIL,AWAY,PHI,L (-10),0,11:20,0,2,.000,0,1,.000,0,0,,0,0,0,0,1,0,1,1,0,-1.8,+4,N,NBA,,alexajo01,Joe Alexander,
78,55,2009-04-04,22-099,MIL,HOME,MEM,L (-5),0,6:24,1,4,.250,0,1,.000,0,0,,0,0,0,0,0,0,0,4,2,-2.0,-13,N,NBA,,alexajo01,Joe Alexander,
79,56,2009-04-08,22-103,MIL,HOME,ATL,L (-8),0,12:14,1,3,.333,0,0,,2,2,1.000,0,1,1,3,0,0,2,2,4,1.9,+7,N,NBA,,alexajo01,Joe Alexander,
80,57,2009-04-11,22-106,MIL,HOME,OKC,W (+17),0,18:57,2,8,.250,0,2,.000,6,10,.600,3,2,5,0,0,1,1,1,10,5.6,+3,N,NBA,,alexajo01,Joe Alexander,
81,58,2009-04-13,22-108,MIL,HOME,ORL,W (+18),0,28:58,4,10,.400,0,1,.000,3,5,.600,0,4,4,4,2,2,0,2,11,11.4,+13,N,NBA,,alexajo01,Joe Alexander,
82,59,2009-04-15,22-110,MIL,AWAY,IND,L (-7),0,13:11,1,4,.250,0,0,,0,0,,0,2,2,2,0,1,0,0,2,2.3,-5,N,NBA,,alexajo01,Joe Alexander,
1,,2009-10-30,22-308,MIL,AWAY,PHI,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
2,,2009-10-31,22-309,MIL,HOME,DET,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
3,,2009-11-03,22-312,MIL,AWAY,CHI,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
4,,2009-11-06,22-315,MIL,AWAY,MIN,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
5,,2009-11-07,22-316,MIL,HOME,NYK,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
6,,2009-11-11,22-320,MIL,HOME,DEN,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
7,,2009-11-14,22-323,MIL,HOME,GSW,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
8,,2009-11-16,22-325,MIL,HOME,DAL,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
9,,2009-11-18,22-327,MIL,HOME,NJN,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
10,,2009-11-20,22-329,MIL,HOME,CHA,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
11,,2009-11-21,22-330,MIL,AWAY,MEM,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
12,,2009-11-23,22-332,MIL,AWAY,SAS,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
13,,2009-11-25,22-334,MIL,AWAY,NOH,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
14,,2009-11-27,22-336,MIL,AWAY,OKC,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
15,,2009-11-28,22-337,MIL,HOME,ORL,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
16,,2009-11-30,22-339,MIL,HOME,CHI,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
17,,2009-12-02,22-341,MIL,AWAY,WAS,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
18,,2009-12-04,22-343,MIL,AWAY,DET,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
19,,2009-12-06,22-345,MIL,HOME,CLE,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
20,,2009-12-08,22-347,MIL,AWAY,BOS,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
21,,2009-12-09,22-348,MIL,HOME,TOR,W (+22),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
22,,2009-12-12,22-351,MIL,HOME,POR,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
23,,2009-12-16,22-355,MIL,HOME,LAL,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
24,,2009-12-18,22-357,MIL,AWAY,CLE,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
25,,2009-12-19,22-358,MIL,HOME,SAC,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
26,,2009-12-21,22-360,MIL,AWAY,IND,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
27,,2009-12-23,22-362,MIL,HOME,WAS,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
28,,2009-12-26,23-000,MIL,HOME,SAS,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
29,,2009-12-28,23-002,MIL,AWAY,CHA,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
30,,2009-12-30,23-004,MIL,AWAY,ORL,L (-25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
31,,2010-01-02,23-007,MIL,HOME,OKC,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
32,,2010-01-05,23-010,MIL,AWAY,NJN,W (+22),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
33,,2010-01-08,23-013,MIL,HOME,CHI,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
34,,2010-01-10,23-015,MIL,AWAY,LAL,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
35,,2010-01-11,23-016,MIL,AWAY,PHO,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
36,,2010-01-13,23-018,MIL,AWAY,POR,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
37,,2010-01-15,23-020,MIL,AWAY,GSW,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
38,,2010-01-16,23-021,MIL,AWAY,UTA,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
39,,2010-01-18,23-023,MIL,AWAY,HOU,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
40,,2010-01-20,23-025,MIL,HOME,TOR,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
41,,2010-01-22,23-027,MIL,AWAY,TOR,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
42,,2010-01-23,23-028,MIL,HOME,MIN,W (+33),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
43,,2010-01-26,23-031,MIL,AWAY,DAL,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
44,,2010-01-27,23-032,MIL,HOME,PHI,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
45,,2010-01-30,23-035,MIL,HOME,MIA,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
46,,2010-02-01,23-037,MIL,AWAY,MIA,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
47,,2010-02-02,23-038,MIL,AWAY,ORL,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
48,,2010-02-05,23-041,MIL,AWAY,NYK,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
49,,2010-02-06,23-042,MIL,HOME,IND,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
50,,2010-02-09,23-045,MIL,HOME,DET,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
51,,2010-02-10,23-046,MIL,AWAY,NJN,W (+20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
52,,2010-02-17,23-053,MIL,HOME,HOU,L (-28),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
53,,2010-02-19,23-055,CHI,AWAY,MIN,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexajo01,Joe Alexander,
54,,2010-02-20,23-056,CHI,HOME,PHI,W (+32),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
55,,2010-02-22,23-058,CHI,AWAY,WAS,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
56,,2010-02-24,23-060,CHI,HOME,IND,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
57,,2010-02-26,23-062,CHI,HOME,POR,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
58,,2010-02-27,23-063,CHI,AWAY,IND,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,N,NBA,,alexajo01,Joe Alexander,
59,1,2010-03-01,23-065,CHI,HOME,ATL,L (-24),0,2:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5,N,NBA,,alexajo01,Joe Alexander,
60,,2010-03-04,23-068,CHI,HOME,MEM,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexajo01,Joe Alexander,
61,,2010-03-06,23-070,CHI,HOME,DAL,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexajo01,Joe Alexander,
62,2,2010-03-09,23-073,CHI,HOME,UTA,L (-24),0,2:10,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,1,0,-0.8,-3,N,NBA,,alexajo01,Joe Alexander,
63,3,2010-03-11,23-075,CHI,AWAY,ORL,L (-29),0,12:55,1,3,.333,0,1,.000,0,0,,1,1,2,2,0,0,0,4,2,1.1,-5,N,NBA,,alexajo01,Joe Alexander,
64,4,2010-03-12,23-076,CHI,AWAY,MIA,L (-13),0,2:44,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0,0.3,+1,N,NBA,,alexajo01,Joe Alexander,
65,5,2010-03-16,23-080,CHI,AWAY,MEM,L (-7),0,0:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,N,NBA,,alexajo01,Joe Alexander,
66,,2010-03-17,23-081,CHI,AWAY,DAL,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexajo01,Joe Alexander,
67,6,2010-03-19,23-083,CHI,HOME,CLE,L (-7),0,0:24,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,0,N,NBA,,alexajo01,Joe Alexander,
