0,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,LEAGUE,MP,ORB,Opp,PF,PLAYOFF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7,+/-,AST%,BLK%,BPM,DRB%,DRtg,ORB%,ORtg,STL%,TOV%,TRB%,TS%,USG%,eFG%,DATE,SERIES,TEAM,HOME/AWAY,OPPONENT,G#,RESULT,GAME_SCORE,ID
,1,1.000,1,6,21-246,0,2,1990-11-10,12,.632,19,1,.500,2,1,1,15.0,NBA,25:00,1,PHO,4,N,26,1,1,7,3,DEN,@,L (-30),,37.2,0.0,-1.2,9.6,127,3.2,98,1.4,26.0,5.8,.654,32.2,.658,,,,,,,,,abdulma02
,0,,0,8,21-249,0,1,1990-11-13,9,.563,16,2,1.000,2,2,1,16.9,NBA,27:00,0,POR,1,N,20,2,1,2,1,DEN,@,L (-26),,38.4,0.0,1.7,4.6,130,0.0,116,1.5,10.6,2.0,.592,25.2,.563,,,,,,,,,abdulma02
,1,1.000,1,4,21-251,0,0,1990-11-15,6,.600,10,0,,0,3,0,10.4,NBA,15:00,0,MIN,2,N,13,3,0,0,0,DEN,,W (+13),,35.8,0.0,9.5,0.0,115,0.0,151,0.0,0.0,0.0,.650,26.4,.650,,,,,,,,,abdulma02
,1,.250,4,6,21-253,0,0,1990-11-17,9,.500,18,1,1.000,1,4,0,12.6,NBA,24:00,0,POR,4,N,20,4,0,1,0,DEN,,L (-31),,44.4,0.0,3.7,0.0,127,0.0,117,0.0,5.1,0.0,.542,27.7,.528,,,,,,,,,abdulma02
,0,,0,8,21-255,0,4,1990-11-19,7,.350,20,0,,0,5,1,8.2,NBA,33:00,0,LAL,1,N,14,5,0,1,4,DEN,,L (-17),,34.4,0.0,-5.2,12.9,121,0.0,87,0.0,4.8,5.9,.350,24.8,.350,,,,,,,,,abdulma02
,1,.333,3,5,21-257,0,1,1990-11-21,10,.500,20,2,1.000,2,6,0,20.2,NBA,25:00,0,LAL,4,N,23,6,5,0,1,DEN,@,L (-20),,31.2,0.0,13.8,6.0,111,0.0,118,8.3,0.0,2.3,.551,29.8,.525,,,,,,,,,abdulma02
,0,,0,2,21-260,0,1,1990-11-24,3,.333,9,0,,0,7,0,-0.2,NBA,15:00,0,CHI,2,N,6,7,0,2,1,DEN,,L (-6),,12.5,0.0,-20.4,7.0,136,0.0,70,0.0,18.2,3.1,.333,24.8,.333,,,,,,,,,abdulma02
,0,.000,1,1,21-263,0,1,1990-11-27,3,.333,9,2,1.000,2,8,0,3.6,NBA,9:00,1,ORL,0,N,8,8,1,2,2,DEN,,W (+11),,14.8,0.0,-5.0,8.1,100,9.2,82,4.9,16.8,8.6,.405,48.1,.333,,,,,,,,,abdulma02
,0,.000,1,3,21-265,0,1,1990-11-29,5,.313,16,0,,0,9,0,4.4,NBA,21:00,0,SAC,2,N,10,9,2,0,1,DEN,,W (+8),,20.4,0.0,-8.0,4.2,111,0.0,86,3.9,0.0,2.0,.313,25.6,.313,,,,,,,,,abdulma02
,0,.000,1,1,21-267,0,3,1990-12-01,7,.412,17,2,.667,3,10,1,4.9,NBA,27:00,0,LAC,3,N,16,10,0,2,3,DEN,,L (-16),,5.0,0.0,-10.7,11.1,116,0.0,84,0.0,9.8,4.7,.437,24.8,.412,,,,,,,,,abdulma02
,0,,0,0,21-270,1,0,1990-12-04,1,.333,3,0,,0,11,0,0.2,NBA,8:00,0,CLE,2,N,2,11,0,0,0,DEN,@,L (-4),,0.0,6.3,-9.8,0.0,111,0.0,72,0.0,0.0,0.0,.333,14.2,.333,,,,,,,,,abdulma02
,1,1.000,1,3,21-271,0,3,1990-12-05,6,.316,19,0,,0,12,0,6.1,NBA,19:00,2,BOS,1,N,13,12,2,2,5,DEN,@,L (-8),,16.9,0.0,-6.0,18.0,116,8.4,80,4.1,9.5,12.4,.342,35.9,.342,,,,,,,,,abdulma02
,1,1.000,1,0,21-273,0,0,1990-12-07,3,.429,7,2,1.000,2,13,0,3.1,NBA,10:00,0,PHI,3,N,9,13,0,1,0,DEN,@,L (-9),,0.0,0.0,-6.8,0.0,119,0.0,105,0.0,11.3,0.0,.571,29.3,.500,,,,,,,,,abdulma02
,0,.000,1,3,21-274,0,0,1990-12-08,3,.333,9,0,,0,14,0,2.0,NBA,13:00,0,CHH,0,N,6,14,0,1,0,DEN,@,W (+7),,27.7,0.0,-10.7,0.0,113,0.0,80,0.0,10.0,0.0,.333,27.3,.333,,,,,,,,,abdulma02
,0,,0,0,21-277,0,1,1990-12-11,2,.400,5,0,,0,15,0,2.5,NBA,11:00,1,WSB,2,N,4,15,1,0,2,DEN,,W (+3),,0.0,0.0,-6.0,9.3,108,8.1,97,3.9,0.0,8.6,.400,16.3,.400,,,,,,,,,abdulma02
,0,.000,1,0,21-279,0,0,1990-12-13,2,.333,6,0,,0,16,0,0.5,NBA,7:00,1,UTA,2,N,4,16,0,0,1,DEN,@,L (-15),,0.0,0.0,-16.6,0.0,128,11.8,81,0.0,0.0,7.1,.333,30.4,.333,,,,,,,,,abdulma02
,1,.500,2,6,21-285,0,1,1990-12-19,13,.500,26,0,,0,17,1,14.7,NBA,36:00,0,SAS,2,N,27,17,2,5,1,DEN,@,L (-35),,31.2,0.0,-0.3,3.2,115,0.0,91,2.1,16.1,1.2,.519,27.2,.519,,,,,,,,,abdulma02
,1,.500,2,2,21-288,0,1,1990-12-22,8,.533,15,0,,0,18,0,9.0,NBA,20:00,0,DAL,1,N,17,18,0,2,1,DEN,,L (-9),,17.3,0.0,-0.9,5.9,118,0.0,106,0.0,11.8,2.6,.567,33.0,.567,,,,,,,,,abdulma02
,0,.000,2,4,21-289,0,3,1990-12-23,8,.364,22,2,.500,4,19,1,8.1,NBA,39:00,0,POR,4,N,18,19,2,1,3,DEN,@,L (-31),,15.3,0.0,-5.2,7.9,115,0.0,80,2.1,4.0,3.5,.379,23.1,.364,,,,,,,,,abdulma02
,2,.500,4,6,21-292,0,4,1990-12-26,10,.476,21,0,,0,20,1,12.9,NBA,37:00,2,SAC,3,N,22,20,0,4,6,DEN,@,W (+16),,19.0,0.0,-7.3,9.3,108,5.5,103,0.0,16.0,7.6,.524,25.2,.524,,,,,,,,,abdulma02
,0,.000,2,4,21-293,0,1,1990-12-27,9,.360,25,3,1.000,3,21,1,9.3,NBA,32:00,1,MIA,4,N,21,21,0,0,2,DEN,,L (-10),,19.7,0.0,-9.1,2.8,127,2.7,97,0.0,0.0,2.8,.399,31.7,.360,,,,,,,,,abdulma02
,0,.000,2,4,21-295,0,2,1990-12-29,16,.500,32,0,,0,22,1,19.0,NBA,35:00,0,WSB,1,N,32,22,3,3,2,DEN,@,L (-28),,15.6,0.0,-1.2,6.5,122,0.0,103,3.1,8.6,2.7,.500,30.9,.500,,,,,,,,,abdulma02
,3,.500,6,4,21-296,0,0,1990-12-30,9,.310,29,0,,0,23,1,6.3,NBA,35:00,0,ORL,2,N,21,23,0,0,0,DEN,@,L (-39),,15.8,0.0,-7.5,0.0,131,0.0,88,0.0,0.0,0.0,.362,26.9,.362,,,,,,,,,abdulma02
,1,.333,3,6,21-299,0,5,1991-01-02,8,.381,21,3,.750,4,24,1,17.3,NBA,35:00,1,DET,3,N,20,24,4,0,6,DEN,@,L (-11),,28.3,0.0,4.7,14.0,105,2.7,101,5.2,0.0,8.3,.439,26.9,.405,,,,,,,,,abdulma02
,0,.000,3,7,21-300,0,5,1991-01-03,8,.400,20,5,1.000,5,25,1,16.4,NBA,36:00,0,NYK,3,N,21,25,2,1,5,DEN,@,L (-27),,27.2,0.0,1.0,17.1,122,0.0,115,2.4,4.3,6.5,.473,22.5,.400,,,,,,,,,abdulma02
,0,.000,1,2,21-302,0,1,1991-01-05,4,.308,13,1,.500,2,26,1,-0.1,NBA,31:00,1,PHI,4,N,9,26,1,3,2,DEN,,L (-16),,8.9,0.0,-11.9,3.2,108,1.9,68,1.4,17.8,2.4,.324,17.2,.308,,,,,,,,,abdulma02
,1,.333,3,3,21-305,0,1,1991-01-08,3,.273,11,2,1.000,2,27,0,0.9,NBA,20:00,0,GSW,5,N,9,27,0,2,1,DEN,@,L (-22),,16.1,0.0,-14.7,6.0,129,0.0,81,0.0,14.4,2.7,.379,23.3,.318,,,,,,,,,abdulma02
,1,1.000,1,1,21-307,0,0,1991-01-10,8,.667,12,0,,0,28,0,9.1,NBA,18:00,0,HOU,6,N,17,28,0,1,0,DEN,,L (-23),,7.9,0.0,-2.7,0.0,138,0.0,139,0.0,7.7,0.0,.708,23.2,.708,,,,,,,,,abdulma02
,0,.000,1,3,21-309,0,0,1991-01-12,2,.222,9,1,1.000,1,29,0,3.0,NBA,10:00,2,CLE,0,N,5,29,0,0,2,DEN,,W (+8),,32.4,0.0,-9.9,0.0,125,20.0,94,0.0,0.0,10.5,.265,36.5,.222,,,,,,,,,abdulma02
,0,.000,1,1,21-312,0,2,1991-01-15,2,.286,7,0,,0,30,0,-3.0,NBA,21:00,0,SEA,3,N,4,30,1,4,2,DEN,@,L (-47),,5.8,0.0,-17.6,9.5,126,0.0,41,2.0,36.4,4.5,.286,19.1,.286,,,,,,,,,abdulma02
,0,,0,0,21-313,0,0,1991-01-16,2,.400,5,2,1.000,2,31,0,3.0,NBA,8:00,1,CHH,0,N,6,31,1,2,1,DEN,,W (+7),,0.0,0.0,-3.3,0.0,96,12.8,84,5.6,25.4,6.2,.510,38.3,.400,,,,,,,,,abdulma02
,0,.000,2,0,21-316,0,1,1991-01-19,1,.143,7,5,1.000,5,32,0,1.4,NBA,11:00,0,SAS,1,N,7,32,0,1,1,DEN,,L (-9),,0.0,0.0,-12.9,9.7,115,0.0,80,0.0,9.8,4.7,.380,35.1,.143,,,,,,,,,abdulma02
,0,,0,1,21-318,0,2,1991-01-21,2,.500,4,0,,0,33,0,1.5,NBA,8:00,0,MIN,2,N,4,33,0,1,2,DEN,,W (+5),,18.2,0.0,-11.7,20.0,107,0.0,89,0.0,20.0,10.9,.500,24.2,.500,,,,,,,,,abdulma02
,0,.000,1,3,21-321,0,0,1991-01-24,7,.412,17,1,1.000,1,34,0,8.7,NBA,24:00,1,NYK,0,N,15,34,1,1,1,DEN,,W (+3),,17.1,0.0,-1.7,0.0,109,3.0,104,1.8,5.4,1.8,.430,25.4,.412,,,,,,,,,abdulma02
,2,.667,3,2,21-323,0,1,1991-01-26,5,.385,13,5,.833,6,35,0,7.4,NBA,21:00,0,UTA,2,N,17,35,1,4,1,DEN,,W (+5),,12.5,0.0,-5.0,5.6,107,0.0,92,2.1,20.4,2.5,.543,36.0,.462,,,,,,,,,abdulma02
,0,.000,2,2,21-326,0,1,1991-01-29,6,.353,17,0,,0,36,0,1.9,NBA,23:00,1,MIL,5,N,12,36,0,1,2,DEN,@,W (+4),,11.8,0.0,-14.2,4.0,121,4.0,86,0.0,5.6,4.0,.353,28.0,.353,,,,,,,,,abdulma02
,0,,0,1,21-328,0,1,1991-01-31,0,.000,10,0,,0,37,0,-7.1,NBA,10:00,1,NJN,2,N,0,37,0,1,2,DEN,,W (+4),,10.9,0.0,-39.1,8.4,109,8.0,13,0.0,9.1,8.2,.000,37.4,.000,,,,,,,,,abdulma02
,1,.333,3,8,21-333,0,2,1991-02-05,7,.389,18,1,1.000,1,38,0,4.6,NBA,35:00,2,PHO,3,N,16,38,0,8,4,DEN,@,L (-23),,28.6,0.0,-9.6,6.2,121,4.7,80,0.0,30.3,5.4,.434,26.4,.417,,,,,,,,,abdulma02
,0,.000,5,7,21-340,0,3,1991-02-12,16,.500,32,3,.750,4,39,1,22.5,NBA,36:00,1,ORL,4,N,35,39,3,4,4,DEN,@,L (-7),,32.6,0.0,-1.9,8.3,116,3.0,103,3.6,10.6,5.7,.518,40.4,.500,,,,,,,,,abdulma02
,0,,0,5,21-342,0,3,1991-02-14,7,.368,19,2,1.000,2,40,1,8.8,NBA,34:00,1,MIA,2,N,16,40,1,2,4,DEN,@,L (-29),,22.7,0.0,-7.2,9.6,121,2.1,88,1.2,9.1,5.1,.402,22.2,.368,,,,,,,,,abdulma02
,0,.000,2,6,21-343,0,0,1991-02-15,10,.385,26,5,.833,6,41,1,13.6,NBA,40:00,0,NJN,0,N,25,41,1,2,0,DEN,@,L (-28),,22.5,0.0,-4.3,0.0,126,0.0,102,1.1,6.5,0.0,.436,27.0,.385,,,,,,,,,abdulma02
,0,.000,1,6,21-345,0,3,1991-02-17,10,.476,21,0,,0,42,1,12.4,NBA,32:00,2,BOS,1,N,20,42,2,5,5,DEN,,L (-18),,28.1,0.0,-2.5,10.2,113,5.9,88,2.7,19.2,7.9,.476,30.0,.476,,,,,,,,,abdulma02
,0,.000,1,8,21-346,1,1,1991-02-18,14,.519,27,2,1.000,2,43,1,22.5,NBA,42:00,0,MIN,2,N,30,43,0,0,1,DEN,@,L (-14),,31.5,1.2,2.0,2.3,133,0.0,128,0.0,0.0,1.2,.538,26.5,.519,,,,,,,,,abdulma02
,0,.000,2,3,21-349,1,0,1991-02-21,4,.267,15,2,1.000,2,44,0,2.1,NBA,26:00,0,POR,2,N,10,44,1,2,0,DEN,,L (-11),,15.6,2.0,-8.4,0.0,117,0.0,75,1.7,11.2,0.0,.315,24.3,.267,,,,,,,,,abdulma02
,0,.000,1,1,21-351,0,1,1991-02-23,5,.556,9,2,.500,4,45,0,4.4,NBA,16:00,1,GSW,3,N,12,45,0,3,2,DEN,,W (+5),,8.1,0.0,-11.0,6.3,124,5.9,97,0.0,21.8,6.1,.558,28.4,.556,,,,,,,,,abdulma02
,0,,0,1,21-352,0,0,1991-02-24,7,.438,16,2,1.000,2,46,0,7.0,NBA,20:00,1,LAC,0,N,16,46,0,2,1,DEN,@,L (-17),,9.2,0.0,-3.4,0.0,124,3.4,98,0.0,10.6,2.0,.474,30.7,.438,,,,,,,,,abdulma02
,0,,0,1,21-354,1,3,1991-02-26,3,.214,14,0,,0,47,0,-3.5,NBA,18:00,0,HOU,3,N,6,47,0,2,3,DEN,,L (-30),,8.6,2.9,-16.1,14.8,107,0.0,45,0.0,12.5,6.8,.214,30.2,.214,,,,,,,,,abdulma02
,0,,0,1,21-356,0,2,1991-02-28,3,.214,14,1,1.000,1,48,0,-1.8,NBA,21:00,1,LAL,3,N,7,48,0,1,3,DEN,,L (-13),,5.8,0.0,-20.0,10.2,119,5.3,59,0.0,6.5,7.8,.242,29.4,.214,,,,,,,,,abdulma02
,0,.000,2,0,21-358,0,0,1991-03-02,8,.421,19,0,,0,49,0,6.6,NBA,21:00,1,ORL,5,N,16,49,2,0,1,DEN,,W (+15),,0.0,0.0,-5.1,0.0,101,4.2,97,4.1,0.0,2.1,.421,32.5,.421,,,,,,,,,abdulma02
,0,,0,3,21-361,0,1,1991-03-05,8,.533,15,2,1.000,2,50,0,11.3,NBA,25:00,0,ATL,2,N,18,50,2,3,1,DEN,@,L (-12),,14.2,0.0,-2.2,3.6,123,0.0,102,3.4,15.9,1.7,.567,26.8,.533,,,,,,,,,abdulma02
,0,,0,5,21-363,0,3,1991-03-07,7,.389,18,2,1.000,2,51,0,9.5,NBA,26:00,1,IND,2,N,16,51,0,1,4,DEN,@,L (-20),,23.0,0.0,-6.5,9.5,121,2.6,98,0.0,5.0,5.7,.424,24.5,.389,,,,,,,,,abdulma02
,0,.000,3,2,21-364,0,0,1991-03-08,4,.444,9,6,1.000,6,52,0,11.3,NBA,20:00,0,ORL,1,N,14,52,1,0,0,DEN,@,L (-16),,14.4,0.0,2.8,0.0,119,0.0,134,2.2,0.0,0.0,.601,21.6,.444,,,,,,,,,abdulma02
,0,,0,3,22-001,0,0,1991-03-10,3,.333,9,1,.500,2,53,0,2.8,NBA,18:00,0,DAL,2,N,7,53,0,0,0,DEN,,W (+14),,24.2,0.0,-9.0,0.0,114,0.0,96,0.0,0.0,0.0,.354,21.2,.333,,,,,,,,,abdulma02
,0,.000,2,1,22-003,0,1,1991-03-12,4,.571,7,2,1.000,2,54,0,5.5,NBA,17:00,0,LAC,3,N,10,54,1,2,1,DEN,,L (-3),,9.9,0.0,-3.9,5.8,109,0.0,105,2.7,20.2,2.8,.635,22.1,.571,,,,,,,,,abdulma02
,0,.000,1,1,22-005,0,1,1991-03-14,4,.333,12,0,,0,55,0,1.1,NBA,16:00,1,MIN,2,N,8,55,0,1,2,DEN,,W (+7),,8.1,0.0,-12.9,7.0,114,5.8,93,0.0,7.7,6.3,.333,30.2,.333,,,,,,,,,abdulma02
,2,.667,3,4,22-006,0,2,1991-03-15,5,.313,16,0,,0,56,0,4.8,NBA,19:00,0,LAL,1,N,12,56,0,1,2,DEN,@,L (-10),,27.8,0.0,-2.9,11.5,119,0.0,94,0.0,5.9,5.3,.375,30.4,.375,,,,,,,,,abdulma02
,1,.500,2,2,22-008,0,1,1991-03-17,7,.438,16,0,,0,57,0,8.3,NBA,24:00,2,IND,1,N,15,57,0,1,3,DEN,,L (-38),,16.0,0.0,0.7,4.3,123,5.7,105,0.0,5.9,5.1,.469,24.0,.469,,,,,,,,,abdulma02
,0,.000,1,5,22-009,0,0,1991-03-18,4,.267,15,0,,0,58,0,4.2,NBA,25:00,0,CHI,1,N,8,58,2,0,0,DEN,@,L (-13),,27.2,0.0,-5.9,0.0,115,0.0,77,3.6,0.0,0.0,.267,22.8,.267,,,,,,,,,abdulma02
,1,.333,3,2,22-011,0,1,1991-03-20,6,.316,19,0,,0,59,0,0.8,NBA,26:00,0,UTA,5,N,13,59,0,1,1,DEN,,L (-8),,12.8,0.0,-8.7,4.3,108,0.0,84,0.0,5.0,1.8,.342,28.7,.342,,,,,,,,,abdulma02
,1,1.000,1,2,22-012,0,0,1991-03-21,5,.385,13,3,1.000,3,60,0,2.9,NBA,19:00,0,GSW,6,N,14,60,0,3,0,DEN,@,L (-20),,15.6,0.0,-12.6,0.0,133,0.0,94,0.0,17.3,0.0,.489,32.3,.423,,,,,,,,,abdulma02
,0,,0,0,22-014,0,1,1991-03-23,4,.571,7,0,,0,61,0,2.9,NBA,14:00,1,MIL,2,N,8,61,1,3,2,DEN,,L (-4),,0.0,0.0,-10.1,10.0,118,8.1,82,3.2,30.0,8.9,.571,27.7,.571,,,,,,,,,abdulma02
,0,.000,2,4,22-016,0,2,1991-03-25,6,.462,13,1,.500,2,62,0,7.7,NBA,18:00,0,DET,4,N,13,62,1,1,2,DEN,,L (-24),,48.5,0.0,2.1,15.2,117,0.0,101,2.7,6.7,5.6,.468,32.3,.462,,,,,,,,,abdulma02
,0,,0,4,22-020,0,3,1991-03-29,7,.500,14,2,1.000,2,63,0,11.3,NBA,17:00,0,SAC,1,N,16,63,0,1,3,DEN,,W (+18),,37.4,0.0,-2.7,22.9,119,0.0,122,0.0,6.3,10.5,.538,34.8,.500,,,,,,,,,abdulma02
,0,.000,2,1,22-021,0,2,1991-03-30,8,.444,18,0,,0,64,0,8.9,NBA,24:00,0,SAS,0,N,16,64,1,0,2,DEN,@,L (-14),,7.1,0.0,-4.1,8.9,117,0.0,103,1.7,0.0,4.0,.444,26.4,.444,,,,,,,,,abdulma02
,0,.000,3,6,22-024,0,1,1991-04-02,14,.667,21,2,1.000,2,65,0,29.7,NBA,27:00,1,DAL,1,N,30,65,4,0,2,DEN,@,L (-7),,42.5,0.0,20.8,4.3,116,3.6,148,6.6,0.0,3.9,.686,31.7,.667,,,,,,,,,abdulma02
,0,.000,3,2,22-026,0,0,1991-04-04,7,.636,11,1,.500,2,66,0,10.1,NBA,17:00,0,MIN,0,N,15,66,1,2,0,DEN,@,L (-12),,22.4,0.0,0.8,0.0,128,0.0,109,2.6,14.4,0.0,.631,31.5,.636,,,,,,,,,abdulma02
,0,,0,0,22-027,0,0,1991-04-05,1,.143,7,0,,0,67,1,-3.2,NBA,13:00,1,HOU,1,N,2,67,0,1,1,DEN,,L (-6),,0.0,0.0,-22.9,0.0,123,6.2,41,0.0,12.5,3.7,.143,21.1,.143,,,,,,,,,abdulma02
,1,.500,2,3,22-237,1,2,1991-11-01,3,.333,9,0,,0,1,1,3.1,NBA,23:00,0,GSW,3,N,7,1,0,1,2,DEN,,L (-3),,18.6,2.9,-4.9,9.5,111,0.0,95,0.0,10.0,4.3,.389,16.2,.389,,,,,,,,,abdulma02
,0,,0,4,22-238,0,3,1991-11-02,3,.429,7,2,1.000,2,2,1,7.9,NBA,22:00,1,HOU,2,N,8,2,0,0,4,DEN,,W (+8),,30.3,0.0,1.4,15.7,103,5.0,135,0.0,0.0,10.3,.508,15.2,.429,,,,,,,,,abdulma02
,0,,0,2,22-241,0,1,1991-11-05,5,.625,8,1,.500,2,3,1,7.2,NBA,23:00,1,SAS,3,N,11,3,1,2,2,DEN,,W (+1),,18.5,0.0,-1.0,4.9,97,3.8,105,2.0,18.4,4.3,.619,18.9,.625,,,,,,,,,abdulma02
,0,,0,1,22-243,0,2,1991-11-07,4,.444,9,0,,0,4,1,4.2,NBA,27:00,0,MIN,1,N,8,4,1,1,2,DEN,,W (+11),,7.1,0.0,-4.2,7.3,89,0.0,92,1.9,10.0,3.7,.444,16.3,.444,,,,,,,,,abdulma02
,0,.000,1,5,22-244,0,1,1991-11-08,6,.375,16,0,,0,5,1,6.2,NBA,33:00,0,LAC,2,N,12,5,1,1,1,DEN,@,L (-24),,26.7,0.0,-0.7,3.5,108,0.0,100,1.4,5.9,1.5,.375,19.1,.375,,,,,,,,,abdulma02
,0,,0,3,22-248,0,2,1991-11-12,3,.300,10,1,.500,2,6,1,-0.9,NBA,28:00,0,POR,1,N,7,6,0,4,2,DEN,@,L (-38),,16.7,0.0,-13.6,9.3,124,0.0,58,0.0,26.9,4.0,.322,21.8,.300,,,,,,,,,abdulma02
,1,1.000,1,1,22-252,0,0,1991-11-16,5,.625,8,3,.750,4,7,0,8.8,NBA,18:00,1,POR,4,N,14,7,0,1,1,DEN,,W (+11),,8.2,0.0,0.6,0.0,118,7.0,138,0.0,9.3,3.5,.717,25.4,.688,,,,,,,,,abdulma02
,0,,0,2,22-255,0,4,1991-11-19,5,.500,10,1,1.000,1,8,0,7.8,NBA,23:00,0,DAL,2,N,11,8,1,1,4,DEN,,L (-3),,14.1,0.0,2.4,21.4,106,0.0,117,2.4,8.7,9.7,.527,21.5,.500,,,,,,,,,abdulma02
,1,.500,2,2,22-256,0,2,1991-11-20,9,.600,15,0,,0,9,0,11.9,NBA,21:00,0,PHO,3,N,19,9,0,1,2,DEN,@,L (-16),,23.5,0.0,9.2,10.4,118,0.0,131,0.0,6.3,5.3,.633,30.7,.633,,,,,,,,,abdulma02
,0,.000,1,2,22-258,0,0,1991-11-22,2,.286,7,0,,0,10,0,-0.1,NBA,15:00,0,UTA,1,N,4,10,1,2,0,DEN,@,L (-25),,21.6,0.0,-11.0,0.0,116,0.0,54,3.1,22.2,0.0,.286,24.1,.286,,,,,,,,,abdulma02
,0,,0,1,22-259,0,1,1991-11-23,3,.333,9,2,1.000,2,11,0,4.6,NBA,18:00,1,CHI,0,N,8,11,0,0,2,DEN,,L (-7),,10.3,0.0,-2.2,6.2,117,5.8,100,0.0,0.0,6.0,.405,23.6,.333,,,,,,,,,abdulma02
,0,,0,1,22-262,0,1,1991-11-26,5,.833,6,0,,0,12,0,5.0,NBA,14:00,0,CHH,2,N,10,12,0,3,1,DEN,,W (+6),,15.7,0.0,-3.0,6.0,108,0.0,101,0.0,33.3,3.8,.833,27.9,.833,,,,,,,,,abdulma02
,0,,0,1,22-263,0,0,1991-11-27,2,.333,6,0,,0,13,0,0.9,NBA,14:00,0,MIN,1,N,4,13,0,0,0,DEN,@,L (-9),,11.0,0.0,-9.3,0.0,116,0.0,93,0.0,0.0,0.0,.333,16.8,.333,,,,,,,,,abdulma02
,0,,0,0,22-265,0,0,1991-11-29,4,.571,7,3,1.000,3,14,0,7.6,NBA,13:00,1,SEA,2,N,11,14,0,0,1,DEN,,W (+11),,0.0,0.0,6.3,0.0,103,7.2,155,0.0,0.0,4.0,.661,24.4,.571,,,,,,,,,abdulma02
,0,,0,5,22-266,0,5,1991-11-30,10,.588,17,4,1.000,4,15,0,18.3,NBA,32:00,2,NJN,3,N,24,15,0,3,7,DEN,,W (+10),,28.8,0.0,3.2,12.7,101,7.1,125,0.0,13.8,10.4,.640,29.8,.588,,,,,,,,,abdulma02
,0,.000,1,3,22-269,0,3,1991-12-03,8,.800,10,6,1.000,6,16,0,21.4,NBA,18:00,0,HOU,2,N,22,16,2,1,3,DEN,@,W (+10),,33.8,0.0,23.9,17.8,95,0.0,165,5.5,7.3,9.9,.870,34.2,.800,,,,,,,,,abdulma02
,0,.000,1,2,22-272,0,1,1991-12-06,5,.714,7,2,1.000,2,17,0,9.7,NBA,16:00,1,LAC,2,N,12,17,1,2,2,DEN,,L (-2),,26.0,0.0,11.7,8.3,104,7.0,131,3.4,20.2,7.6,.761,27.1,.714,,,,,,,,,abdulma02
,0,,0,3,22-275,0,0,1991-12-09,2,.250,8,0,,0,18,0,-1.1,NBA,20:00,0,BOS,1,N,4,18,0,2,0,DEN,@,L (-38),,21.1,0.0,-16.1,0.0,134,0.0,56,0.0,20.0,0.0,.250,19.8,.250,,,,,,,,,abdulma02
,0,,0,4,22-277,0,2,1991-12-11,2,.250,8,0,,0,19,0,2.9,NBA,15:00,1,PHI,1,N,4,19,0,0,3,DEN,@,W (+10),,36.0,0.0,-5.7,13.1,102,7.6,92,0.0,0.0,10.5,.250,23.7,.250,,,,,,,,,abdulma02
,0,.000,1,4,22-278,0,3,1991-12-12,5,.313,16,4,1.000,4,20,0,9.5,NBA,27:00,0,NJN,0,N,14,20,1,0,3,DEN,@,L (-40),,30.8,0.0,3.9,10.7,120,0.0,105,1.8,0.0,4.8,.394,24.6,.313,,,,,,,,,abdulma02
,0,,0,1,22-280,0,1,1991-12-14,2,.250,8,2,1.000,2,21,0,0.8,NBA,16:00,0,IND,1,N,6,21,0,1,1,DEN,@,L (-21),,8.6,0.0,-15.5,7.5,133,0.0,77,0.0,10.1,3.2,.338,24.2,.250,,,,,,,,,abdulma02
,0,,0,5,22-282,0,0,1991-12-16,7,.538,13,2,1.000,2,22,0,11.4,NBA,25:00,0,DET,2,N,16,22,0,1,0,DEN,@,L (-14),,39.1,0.0,4.5,0.0,128,0.0,121,0.0,6.7,0.0,.576,26.9,.538,,,,,,,,,abdulma02
,0,,0,1,22-284,0,3,1991-12-18,2,.200,10,0,,0,23,0,-0.3,NBA,14:00,1,PHO,1,N,4,23,0,0,4,DEN,,W (+14),,8.1,0.0,-15.3,20.6,105,6.5,62,0.0,0.0,13.3,.200,26.5,.200,,,,,,,,,abdulma02
,1,1.000,1,1,22-285,0,1,1991-12-19,4,.333,12,1,.500,2,24,0,4.4,NBA,17:00,0,SEA,1,N,10,24,1,0,1,DEN,@,L (-13),,8.4,0.0,-4.8,6.7,120,0.0,93,2.8,0.0,3.4,.388,31.0,.375,,,,,,,,,abdulma02
,0,,0,4,22-287,0,0,1991-12-21,1,.200,5,0,,0,25,0,-0.1,NBA,10:00,0,WSB,2,N,2,25,1,2,0,DEN,,L (-15),,53.0,0.0,-11.4,0.0,111,0.0,54,4.7,28.6,0.0,.200,29.6,.200,,,,,,,,,abdulma02
,0,,0,0,22-292,0,0,1991-12-26,5,.714,7,4,1.000,4,26,0,5.5,NBA,15:00,0,GSW,4,N,14,26,0,4,0,DEN,,L (-10),,0.0,0.0,-5.8,0.0,126,0.0,109,0.0,31.3,0.0,.799,33.3,.714,,,,,,,,,abdulma02
,0,,0,1,22-294,0,0,1991-12-28,7,.583,12,0,,0,27,0,8.3,NBA,15:00,0,BOS,2,N,14,27,0,0,0,DEN,,W (+7),,21.9,0.0,8.3,0.0,103,0.0,121,0.0,0.0,0.0,.583,33.4,.583,,,,,,,,,abdulma02
